edrpou,document,type_of_construction,legal_base,n
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон навчального корпусу № 17 Національного університету біоресурсів і природокористування України; м.Київ, пров. Сільськогосподарський, 4",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон навчального корпусу № 12 Національного університету біоресурсів і природокористування України; м.Київ, вул. Полковника Потєхіна, 16",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон гуртожитку №4 Національного університету біоресурсів і природокористування України; м.Київ, вул. Бурмістенка, 4",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон навчального корпусу № 11 Національного університету біоресурсів і природокористування України; м.Київ, вул. Героїв Оборони, 12-в",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон гуртожитку № 2 Національного університету біоресурсів і природокористування України; м.Київ, вул. Блакитного, 10",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон гуртожитку № 7 Національного університету біоресурсів і природокористування України; м.Київ, вул. Ломоносова, 67",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон гуртожитку № 3 Національного університету біоресурсів і природокористування України; м.Київ, вул. Блакитного, 4",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон навчального корпусу № 7 Національного університету біоресурсів і природокористування України; м.Київ, вул. Героїв оборони, 12а",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон навчального корпусу № 8 Національного університету біоресурсів і природокористування України; м.Київ, вул. Героїв оборони, 12",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон навчального корпусу № 8 Національного університету біоресурсів і природокористування України; м.Київ, вул. Героїв оборони, 18в",не зазначено,6
00493706,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду із заміною вікон навчального корпусу № 7а Національного університету біоресурсів і природокористування України; м.Київ, вул. Героїв оборони, 12б",не зазначено,6
16459396,сертифікат,"Реставрація Староакадемічного корпусу (1703-1740 рр.) Братського монастиря (пам'ятка архітектури (охорон. №15/1) та історії (260025-Н) національного значення) на вул. Г. Сковороди, 2 у Подільському районі м. Києва (Закріплення мурування стін, підсилення основи фундаментів та влаштування гідроізоляції); м.Київ, вул. Г. Сковороди, 2",державний акт ІІ-Кв 006738 2000-08-31,8
16459396,дозвіл на будівельні роботи,"Реставрація Староакадемічного корпусу (1703-1740 рр.) Братського монастиря (пам'ятка архітектури (охорон. №15/1) та історії (260025-Н) національного значення) на вул. Г. Сковороди, 2 у Подільському районі м. Києва (Закріплення мурування стін, підсилення основи фундаментів та влаштування гідроізоляції); м.Київ, вул. Г. Сковороди, 2",не зазначено,8
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт гуртожитку № 1 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Голосіївський, пров. Кустанайський, 7",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт приміщень корпусу №7 (ІІ поверх:№13-18, ІІІ та ІV поверхів) м'якої покрівлі та частини фасаду; м.Київ, Печерський, вул. Фізкультури, 1, корп. 7",державний акт 02-9-00150 2012-12-24,7
02928433,декларація про готовність об'єкта до експлуатації,"капітальний ремонт покрівлі навчального корпусу №1; м.Київ, Печерський, вул. Фізкультури, 1",державний акт 02-9-00150 2012-12-24,7
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт навчального корпусу № 6 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Печерський, вул. Фізкультури, 1",державний акт 02-9-00150 2012-12-24,7
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт приміщень навчального корпусу № 6 (підвал №1-20, 23, 33-36; III поверх: №1-26; IV поверх: №1-20, 31); м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про готовність об'єкта до експлуатації,"капітальний ремонт навчального корпусу №8 (приміщень №4, 5, 7, 12-17, 22 II поверху, сходових клітин I-III поверхів; м.Київ, Печерський, вул. Димитрова, 8-10",державний акт 02-9-00151 2012-12-24,7
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт покрівлі прибудови до стрілецького тиру та приміщень: навчального корпусу №1 (II поверх №34,42,43,44, III поверх №22); навчального корпусу № 4 (I поверх №23); навчального корпусу № 6 (IV поверх № 34); прибудови до стрілецького тиру (I поверх: №1,16-18, II поверх №1,3,6 III поверх № 3, сходових клітин I-III поверхів; прибудови до переходу навчального корпусу № 1 ( I поверх №2, 8, II поверх №1,4,5,), сходових клітин I-IIповерхів); м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про готовність об'єкта до експлуатації,"капітальний ремонт систем кондиціонування та вентиляції приміщення фітнесзалу навчального корпусу №6; м.Київ, Печерський, вул. Фізкультури, 1",державний акт 02-9-00150 2012-12-24,7
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт приміщень навчального корпусу № 5 (4, 5, 6); м.Київ, Печерський, вул. Ділова, 14",не зазначено,7
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт будівлі корпусу № 7 ""Центр спортивної травматології""; м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт фасаду навчального корпусу №1 в осях Г-А, А-Г (з відмітки - 1,225 до 19,126); м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт покрівлі навчального корпусу № 4; м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт навчального корпусу № 9 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Печерський, вул. Фізкультури, 1",державний акт 02-9-00150 2012-12-24,7
02928433,декларація про готовність об'єкта до експлуатації,"капітальний ремонт приміщень корпусу №7 (I поверх: №1-40; II поверх: №1-4, 6-46; сходових клітин I-II поверхів); м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт приміщень гуртожитку № 1 (І поверх: блоки № 2, 7, 9-16, ІІІ поверх); м.Київ, Голосіївський, пров. Кустанайський, 7",не зазначено,7
02928433,декларація про готовність об'єкта до експлуатації,"Капітальний ремонт гуртожитку № 5 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Голосіївський, вул. Кустанайська, 9",не зазначено,7
02928433,зміна даних у декларації про початок будівельних робіт,"Капітальний ремонт приміщень навчального корпусу № 6 (підвал №1-20, 23, 33-36; III поверх: №1-26; IV поверх: №1-20, 31); м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,зміна даних у декларації про початок будівельних робіт,"капітальний ремонт покрівлі навчального корпусу №1; м.Київ, Печерський, вул. Фізкультури, 1",державний акт 02-9-00150 2012-12-24,7
02928433,зміна даних у декларації про початок будівельних робіт,"Капітальний ремонт навчального корпусу № 6 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Печерський, вул. Фізкультури, 1",державний акт 02-9-00150 2012-12-24,7
02928433,зміна даних у декларації про початок будівельних робіт,"Капітальний ремонт гуртожитку № 1 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Голосіївський, пров. Кустанайський, 7",не зазначено,7
02928433,зміна даних у декларації про початок будівельних робіт,"Капітальний ремонт покрівлі навчального корпусу № 4; м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,зміна даних у декларації про початок будівельних робіт,"Капітальний ремонт гуртожитку № 5 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Голосіївський, вул. Кустанайська, 9",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт приміщень навчального корпусу № 5 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Печерський, вул. Ділова, 14",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт фасаду навчального корпусу №1 в осях Г-А, А-Г (з відмітки - 1,225 до 19,126); м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про початок будівельних робіт,"капітальний ремонт приміщень корпусу №7 (I поверх: №1-40; II поверх: №1-4, 6-46; сходових клітин I-II поверхів); м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт приміщень навчального корпусу № 5 (4, 5, 6); м.Київ, Печерський, вул. Ділова, 14",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт будівлі корпусу № 7 ""Центр спортивної травматології""; м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт покрівлі прибудови до стрілецького тиру та приміщень: навчального корпусу №1 (II поверх №34,42,43,44, III поверх №22); навчального корпусу № 4 (I поверх №23); навчального корпусу № 6 (IV поверх № 34); прибудови до стрілецького тиру (I поверх: №1,16-18, II поверх №1,3,6 III поверх № 3, сходових клітин I-III поверхів; прибудови до переходу навчального корпусу № 1 ( I поверх №2, 8, II поверх №1,4,5,), сходових клітин I-IIповерхів); м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт приміщень гуртожитку № 1 (І поверх: блоки № 2, 7, 9-16, ІІІ поверх); м.Київ, Голосіївський, пров. Кустанайський, 7",не зазначено,7
02928433,декларація про початок будівельних робіт,"капітальний ремонт навчального корпусу №8 (приміщень №4, 5, 7, 12-17, 22 II поверху, сходових клітин I-III поверхів; м.Київ, Печерський, вул. Димитрова, 8-10",державний акт 02-9-00151 2012-12-24,7
02928433,декларація про початок будівельних робіт,"капітальний ремонт систем кондиціонування та вентиляції приміщення фітнесзалу навчального корпусу №6; м.Київ, Печерський, вул. Фізкультури, 1",державний акт 02-9-00150 2012-12-24,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт приміщень навчального корпусу № 6 (підвал №1-20, 23, 33-36; III поверх: №1-26; IV поверх: №1-20, 31); м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт покрівлі навчального корпусу № 4; м.Київ, Печерський, вул. Фізкультури, 1",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт гуртожитку № 1 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Голосіївський, пров. Кустанайський, 7",не зазначено,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт навчального корпусу № 6 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Печерський, вул. Фізкультури, 1",державний акт 02-9-00150 2012-12-24,7
02928433,декларація про початок будівельних робіт,"Капітальний ремонт гуртожитку № 5 (заміна старих віконних та дверних блоків на металопластикові); м.Київ, Голосіївський, вул. Кустанайська, 9",не зазначено,7
02928433,декларація про початок будівельних робіт,"капітальний ремонт покрівлі навчального корпусу №1; м.Київ, Печерський, вул. Фізкультури, 1",державний акт 02-9-00150 2012-12-24,7
02070938,декларація про готовність об'єкта (громадських),"Реконструкція бази відпочинку; АР Крим, Чорноморський р‑н, с. Оленівка, вул. Леніна, 94 а",державний акт ЯЯ 000665 2006-12-01,7
