"","university_name","university_id","university_parent_id","university_short_name","university_name_en","registration_year","university_edrpou","university_type_name","education_type_name","university_financing_type_name","university_governance_type_name","post_index","koatuu_id","region_name","koatuu_name","university_address","post_index_u","koatuu_id_u","region_name_u","koatuu_name_u","university_address_u","university_phone","university_email","university_site","university_director_post","university_director_fio"
"174","Національна музична академія України імені П.І. Чайковського","357",NA,"НМАУ","Ukrainian National Tchaikovsky academy of music","1913","02214188","Заклад вищої освіти","Академія","Державна","Міністерство культури України","01001","8000000000","КИЇВ","Київ","вул. Городецького , 1-3/11","01001","8000000000","КИЇВ","Київ","вул. Городецького , 1-3/11","(044)279-07-92","cancelyariya@knmau.соm.ua.","www.knmau.com.ua","Ректор","Тимошенко Максим Олегович"
"175","Національна наукова сільськогосподарська бібліотека Національної академії аграрних наук України","3534",NA,"ННСГБ НААН","National Scientific Agricultural Library of the National Academy of Agrarian Sciences of Ukraine","2000","00496797","Наукові інститути (установи)","Інша наукова установа (організація)","Державна","Національна академія аграрних наук України","03680","8036100000","КИЇВ","Київ","вул. Героїв оборони, 10","03680","8036100000","КИЇВ","Київ","вул. Героїв оборони, 10","(044) 5278075, 5260508, 5260509","dnsgb_uaan@ukr.net","","Директор","Вергунов Віктор Анатолійович"
"176","Національний авіаційний університет","183",NA,"НАУ","National Aviation University","1933","01132330","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","03058","8038900000","КИЇВ","Київ","просп. Космонавта Комарова, 1","03058","8038900000","КИЇВ","Київ","просп. Космонавта Комарова, 1","(044) 497-41-05, 406-70-38, 497-51-51, 408-30-27","post@nau.edu.ua","http://www.nau.edu.ua","Ректор","Ісаєнко Володимир Миколайович"
"177","Національний інститут стратегічних досліджень","3603",NA,"НІСД","","1992","14282798","Наукові інститути (установи)","Інша наукова установа (організація)","Державна","Державне управління справами","01030","8039100000","КИЇВ","Київ","вул. Пирогова, 7-А","01030","8039100000","КИЇВ","Київ","вул. Пирогова, 7-А","044 234 50 07","info-niss@niss.gov.ua","","Директор","Горбулін Володимир Павлович"
"178","Національний медичний університет імені О.О. Богомольця","149",NA,"НМУ імені О.О. Богомольця","Bogomolets National Medical University","1841","02010787","Заклад вищої освіти","Університет","Державна","Міністерство охорони здоров`я України","01601","8039100000","КИЇВ","Київ","бульв. Тараса Шевченка, 13","01601","8039100000","КИЇВ","Київ","бульв. Тараса Шевченка, 13","(044) 2344062; 2349276; 2357391","nmu@nmu.ua","http://nmu.ua","Перший проректор","Кучин Юрій Леонідович"
"179","Національний науковий центр ""Інститут аграрної економіки""","3597",NA,"Національний науковий центр ""Інститут аграрної економіки""","National Scientific Center ""Institute of agrarian economics""","1956","00496805","Наукові інститути (установи)","Науковий центр","Державна","Національна академія аграрних наук України","03127","8036100000","КИЇВ","Київ","вул. Героїв Оборони, 10","03127","8036100000","КИЇВ","Київ","вул. Героїв Оборони, 10","(044) 2584321, 2584821, 5260565","","","Директор","Лупенко Юрій Олексійович"
"180","Національний педагогічний університет імені М.П. Драгоманова","194",NA,"НПУ імені М.П. Драгоманова","National Pedagogical Dragomanov University","1834","02125295","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","01030","8039100000","КИЇВ","Київ","вул. Пирогова, 9","01030","8039100000","КИЇВ","Київ","вул. Пирогова, 9","(044)2393031","pk@npu.edu.ua","http://www.npu.edu.ua","Ректор","Андрущенко Віктор Петрович"
"181","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","174",NA,"КПІ ім. Ігоря Сікорського","National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""","1898","02070921","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","03056","8038900000","КИЇВ","Київ","просп. Перемоги, 37","03056","8038900000","КИЇВ","Київ","просп. Перемоги, 37","(044) 204-82-82","mail@kpi.ua","http://kpi.ua","Ректор","Згуровський Михайло Захарович"
"182","Національний транспортний університет","24",NA,"НТУ","National Transport University","1944","02070915","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","01010","8038200000","КИЇВ","Київ","вул. Омеляновича-Павленка, 1","01010","8038200000","КИЇВ","Київ","вул. Омеляновича-Павленка, 1","+38(044) 280 82 03","general@ntu.edu.ua","http://www.ntu.edu.ua, http://www.ntu.kar.net","Ректор","Дмитриченко Микола Федорович"
"183","Національний університет біоресурсів і природокористування України","7",NA,"НУБіП України","National University of Life and Environmental Sciences of Ukraine","1993","00493706","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","03041","8036100000","КИЇВ","Київ","вул. Героїв оборони, 15","03041","8036100000","КИЇВ","Київ","вул. Героїв оборони, 15","(044) 5278242, 2584263","rectorat@nubip.edu.ua","http://www.nubip.edu.ua/","Ректор","Ніколаєнко Станіслав Миколайович"
"184","Національний університет ""Києво-Могилянська академія""","79",NA,"НаУКМА","National University of ""Kyiv-Mohyla Academy""","1991","16459396","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","04070","8000000000","КИЇВ","Київ","вул. Григорія Сковороди, 2","04070","8000000000","КИЇВ","Київ","вул. Григорія Сковороди, 2","(044) 463-70-67, 425-60-59, 463-67-83","vkd@ukma.edu.ua","http://www.ukma.edu.ua","Президент","Мелешевич Андрій Анатолійович"
"185","Національний університет оборони України імені Івана Черняховського","1159",NA,"НУОУ","The National Defence University of Ukraine named after Ivan Cherniakhovskyi","2000","07834530","Заклад вищої освіти","Університет","Державна","Міністерство оборони України","03049","8000000000","КИЇВ","Київ","просп. Повітрофлотський, 28","03049","8000000000","КИЇВ","Київ","просп. Повітрофлотський, 28","044 248 10 77, 248 10 76","info@nuou.org.ua","nuou.org.ua","Начальник","Сиротенко Анатолій Миколайович"
"186","Національний університет фізичного виховання і спорту України","180",NA,"НУФВСУ","National University of Ukraine on Physical Education and Sport","1930","02928433","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","03150","8038200000","КИЇВ","Київ","вул. Фізкультури, 1","03150","8038200000","КИЇВ","Київ","вул. Фізкультури, 1","+380(44)-287-61-91","rectorat@uni-sport.edu.ua","www.uni-sport.edu.uа","В.о. ректора","Імас Євгеній Вікторович"
"187","Національний університет харчових технологій","47",NA,"НУХТ","National University of Food Technologies","1930","02070938","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","01033","8036100000","КИЇВ","Київ","вул. Володимирська, 68","01033","8036100000","КИЇВ","Київ","вул. Володимирська, 68","+30(044) 289-95-55","info@nuft.edu.ua","www.nuft.edu.ua","Ректор","Українець Анатолій Іванович"
"188","Олімпійський коледж імені Івана Піддубного","1096",NA,"РВУФК","Olympic college by Ivan Piddubny","1996","02125315","Заклад вищої освіти","Технікум (училище)","Державна","Міністерство освіти і науки України","02156","8036400000","КИЇВ","Київ","вул. Матеюка, 4","02156","8036400000","КИЇВ","Київ","вул. Матеюка, 4","+380445139864; 5136272; 5183732","rvufk-s@ukr.net","www.olimpko.com","Директор","Семенюшко Олексій Іванович"
"189","Приватна установа ""Науково-дослідний інститут публічного права""","3835",NA,"ПУ ""НДІПП""","","2015","39845593","Наукові інститути (установи)","Інша наукова установа (організація)","Приватна","","03035","8038900000","КИЇВ","Київ","вул. Георгія Кірпи, 2-а","03035","8038900000","КИЇВ","Київ","вул. Георгія Кірпи, 2-а","(097)171-03-69","sipl@i.ua","","Директор","Галунько Валентин Васильович"
"190","Приватна установа ""Університет ""Київська школа економіки""","3924",NA,"Київська Школа Економіки","Private institution “University “Kyiv School of Economics”","2016","40762332","Заклад вищої освіти","Університет","Приватна","","01135","8039100000","КИЇВ","Київ","вул. Дмитрівська, 92-94","01135","8039100000","КИЇВ","Київ","вул. Дмитрівська, 92-94","492-80-12","infovnz@kse.org.ua","www.kse.org.ua","в.о. президента","Верченко Олеся Петрівна"
"191","Приватне акціонерне товариство «Українсько-Польський вищий навчальний заклад ""Центрально-Європейський університет»","176",NA,"ПРАТ ""УП ВНЗ ЦЄУ""","Private Joint Stock Company “Ukrainian-Polish Higher Educational Establishment “University of Central Europe”","1995","23169003","Заклад вищої освіти","Університет","Приватна","","03680","8036100000","КИЇВ","Київ","вул. Козацька , 120/4","03680","8036100000","КИЇВ","Київ","вул. Козацька , 120/4","(044) 2599234, 2599235, 2587154","referent@kgi.edu.ua","www.kgi.edu.ua","","Шепелюк Олександр Юрійович"
"192","Приватне акціонерне товариство ""Вищий навчальний заклад Київський славістичний університет""","139",NA,"ПрАТ ""ВНЗ КСУ""","Higher Educational Institution Kyiv Slavonic University","1993","24376833","Заклад вищої освіти","Університет","Приватна","","03680","8000000000","КИЇВ","Київ","вул. Мате Залки, 10 г","03680","8038200000","КИЇВ","Київ","вул. Анрі Барбюса , 9","(044) 4850051; 5289407; 4648277","rektorat_ksu@ukr.net","http://ksu.edu.ua","в.о. ректора","Рогожа Михайло Миколайович"
"193","Приватне акціонерне товариство ""Вищий навчальний заклад ""Міжрегіональна Академія управління персоналом""","249",NA,"ПрАТ ""ВНЗ ""МАУП""","Private Joint-Stock Company ""Higher education institution ""Interregional Academy of Personnel Management""","1989","00127522","Заклад вищої освіти","Академія","Приватна","","03039","8036100000","КИЇВ","Київ","вул. Фрометівська, 2","03039","8036100000","КИЇВ","Київ","вул. Фрометівська, 2","490-95-00, 490-95-05","iapm@iapm.edu.ua","www.maup.com.ua","Ректор","Курко Микола Нестерович"
"194","Приватне акціонерне товариство ""Вищий навчальний заклад ""Національна академія управління""","339",NA,"ПРАТ ВНЗ ""НАУ""","Higher Education Institution ""National Academy of Management""","1992","16476880","Заклад вищої освіти","Академія","Приватна","","03148","8038600000","КИЇВ","Київ","вул. Гната Юри, 9","03148","8038600000","КИЇВ","Київ","вул. Гната Юри, 9","(044) 242 24 46; (044) 242 24 64","office@nam.kiev.ua","http://nam.kiev.ua/","ректор","Єрохін Сергій Аркадійович"
"195","Приватний вищий навчальний заклад ""Деснянський економіко-правовий коледж при Міжрегіональній Академії управління персоналом""","605",NA,"Деснянський економіко-правовий коледж при МАУП","Private higher educational establishment ""Desnianskyi College of Economics and Law"" of ""Interregional Academy of Personnel Management""","2003","32591166","Заклад вищої освіти","Коледж","Приватна","","02217","8036400000","КИЇВ","Київ","вул. Миколи Закревського, 45-Б","02217","8036400000","КИЇВ","Київ","вул. Миколи Закревського, 45-Б","5156163","desn_ept@ukr.net","dcmaup.com.ua","Директор","Яровой Володимир Ілліч"
"196","Приватний вищий навчальний заклад ""Економіко-правовий технікум при Міжрегіональній Академії управління персоналом""","1084",NA,"ЕПТ при МАУП","Private higher educational establishment ""College of Economics and Law"" of ""Interregional Academy of personnel management""","2000","31745018","Заклад вищої освіти","Технікум (училище)","Приватна","","03039","8000000000","КИЇВ","Київ","просп. Червонозоряний, 146","03039","8000000000","КИЇВ","Київ","просп. Червонозоряний, 146","044 2582124","ept_maup@ukr.net","ept.in.ua","директор","Гомон Анатолій Анатолійович"
"197","Приватний вищий навчальний заклад ""Європейський університет""","228",NA,"ПВНЗ ""Європейський університет""","Private Higher Education Establishment ""European University""","1991","24366800","Заклад вищої освіти","Університет","Приватна","","03115","8038600000","КИЇВ","Київ","бульв. Академіка Вернадського, 16-в","03115","8038600000","КИЇВ","Київ","бульв. Академіка Вернадського, 16-в","(044) 4506490; 4509931; 4240544; 4523568","admission@kyiv.e-u.in.ua","www.e-u.in.ua","Ректор","Тимошенко Іван Іванович"
"198","Приватний вищий навчальний заклад ""Інститут екології економіки і права""","1325",NA,"ПВНЗ ""Інститут екології економіки і права""","Institute for ecology economy and law","2004","33155797","Заклад вищої освіти","Інститут","Приватна","","01054","8039100000","КИЇВ","Київ","вул. Тургенєвська, 11","01030","8039100000","КИЇВ","Київ","вул. Пирогова, 9","(044) 486-0763, 234-1108","ieep@ukr.net","ieep.org.ua","Ректор","Нікандров Олександр Всеволодович"
"199","Приватний вищий навчальний заклад ""Інститут екранних мистецтв""","1268",NA,"ПВНЗ ""Інститут екранних мистецтв""","Private higher educational institution ""Institute of Screen Arts""","2004","33546340","Заклад вищої освіти","Інститут","Приватна","","02222","8038200000","КИЇВ","Київ","вул. Закревського, 22","01033","8038200000","КИЇВ","Київ","вул. Саксаганського, 6","(044) 5994330; (093) 0013462","inem.com.ua@ukr.net","www.inem.com.ua","В.о. ректора","Лавріненко Юлія Валеріївна"
"200","Приватний вищий навчальний заклад ""Інститут психології і підприємництва""","4104",NA,"ПВНЗ ""Інститут психології і підприємництва""","PRIVATE HIGHER EDUCATIONAL INSTITUTION ""INSTITUTE OF PSYCHOLOGY AND ENTREPRENEURSHIP""","2017","41552138","Заклад вищої освіти","Інститут","Приватна","","02099","8000000000","КИЇВ","Київ","вул. Ялтинська, 5 б","02099","8000000000","КИЇВ","Київ","вул. Ялтинська, 5 б","+380(97)-679-02-64","EDU@IPE.COM.UA","","Керівник","Ігнатьєва Ірина Анатоліївна"
"201","Приватний вищий навчальний заклад ""Київський інститут бізнесу та технологій"" товариство з обмеженою відповідальністю","289",NA,"Київський іститут бізнесу та технологій","Kiev Institute of Business and Technology LLC","1992","23497925","Заклад вищої освіти","Інститут","Приватна","","04078","8038500000","КИЇВ","Київ","пров. Зоряний, 1/5","01103","8038200000","КИЇВ","Київ","вул. Михайла Бойчука, 18А","(044) 4301577; 3534242; 4303264","info@kibit.edu.ua","www.kibit.edu.ua","Ректор","Яковлева Олена Вячеславівна"
"202","ПРИВАТНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""КИЇВСЬКИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ""","197",NA,"ПВНЗ ""КИЇВСЬКИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ""","PRIVATE HIGHER EDUCATIONAL ESTABLISHMENT ""KYIV MEDICAL UNIVERSITY""","1992","16478809","Заклад вищої освіти","Університет","Приватна","","02099","8000000000","КИЇВ","Київ","вул. Бориспільська, 2","01004","8038200000","КИЇВ","Київ","вул. Велика Васильківська , 17 А","+38 (044) 567-29-29, +38 (044) 234-99-92","info@kmu.edu.ua","http://kmu.edu.ua","президент","Поканевич Олександр Валерійович"
"203","Приватний вищий навчальний заклад ""Київський міжнародний університет""","344",NA,"ПВНЗ ""КиМУ""","Private Kyiv International University Higher Education Establishment","2004","21595240","Заклад вищої освіти","Університет","Приватна","","03179","8038600000","КИЇВ","Київ","вул. Львівська, 49","03179","8038600000","КИЇВ","Київ","вул. Львівська, 49","+380(44)-594-03-04","info@kymu.edu.ua","http://kymu.edu.ua/","Президент","Хачатурян Хачатур Володимирович"
"204","Приватний вищий навчальний заклад ""Київський університет культури""","310",NA,"Київський університет культури","Private Higher Educational Institution “Kyiv University of Culture”","2000","31028309","Заклад вищої освіти","Університет","Приватна","","01042","8038200000","КИЇВ","Київ","вул. Чигоріна, 20","01042","8038200000","КИЇВ","Київ","вул. Чигоріна, 20","(044) 2867570; 5299332","kuk_kiev@ukr.net","https://kuk-university.com","Ректор","Пилипів Володимир Іванович"
"205","Приватний вищий навчальний заклад ""Коледж міжнародної торгівлі""","606",NA,"ПВНЗ ""Коледж МТ""","Private educational institution ""College of international trade""","2001","31452559","Заклад вищої освіти","Коледж","Приватна","","01601","8038200000","КИЇВ","Київ","вул. Чигоріна, 57","01601","8038200000","КИЇВ","Київ","вул. Чигоріна, 57","(044) 285 84 69","kmt_college@ukr.net","www.kmt-college.kiev.ua","Директор","Паренюк Наталія Леонідівна"
"206","Приватний вищий навчальний заклад ""Міжнародна академія екології та медицини""","1292",NA,"ПВНЗ ""Міжнародна академія екології та медицини""","International academy of ecology and medicine","2011","37857335","Заклад вищої освіти","Академія","Приватна","","02091","8036300000","КИЇВ","Київ","Харківське шосе , 121","02091","8036300000","КИЇВ","Київ","Харківське шосе , 121","+38 (044) 563-98-54","maem.academy.edu@gmail.com","http://maem.kiev.ua","В.о. ректора","Грідчін Сергій Васильович"
"207","Приватний вищий навчальний заклад ""Міжнародний інститут бізнесу""","1093",NA,"МІБ","Private Higher Educational Institution ""International Institute of Business""","1993","19362125","Заклад вищої освіти","Інститут","Приватна","","03179","8038600000","КИЇВ","Київ","Брест-Литовське шосе , 8-А","03179","8038600000","КИЇВ","Київ","Брест-Литовське шосе , 8-А","(044)5850033; 5900848","info@iib.com.ua","www.iib.com.ua","Президент","Савченко Олександр Володимирович"
"208","Приватний вищий навчальний заклад ""Міжнародний інститут менеджменту (МІМ-Київ)""","1178",NA,"Міжнародний інститут менеджменту (МІМ-Київ)","Private Higher Educational Institution ""International Management Institute (MIM-Kyiv)""","1993","05394423","Заклад вищої освіти","Інститут","Приватна","","04116","8039100000","КИЇВ","Київ","вул. Шулявська, 10/12в","04116","8039100000","КИЇВ","Київ","вул. Шулявська, 10/12в","585 02 65","assist@mim.kiev.ua","www.mim.kiev.ua","Президент","Тихомирова Ірина Олегівна"
"209","Приватний вищий навчальний заклад ""Міжнародний коледж медицини""","3251",NA,"ПВНЗ ""МКМ""","","2011","37788298","Заклад вищої освіти","Коледж","Приватна","","02660","8036600000","КИЇВ","Київ","вул. В. Шимановського, 2/1","02660","8036600000","КИЇВ","Київ","вул. В. Шимановського, 2/1","+066(70)-775-14","pvnzmkm@ukr.net","","Директор","Федорова Тамара Григорівна"
"210","Приватний вищий навчальний заклад ""Міжнародний коледж Святого Луки""","2531",NA,"ПВНЗ ""Міжнародний коледж Святого Луки""","Private higher educational institution ""International College of St. Luka""","2012","38078293","Заклад вищої освіти","Коледж","Приватна","","02091","8036300000","КИЇВ","Київ","Харківське шосе , 121/3","02091","8036300000","КИЇВ","Київ","Харківське шосе , 121/3","+044(56)-082-16","svluka@ukr.net","http://medcollege.kyiv.ua","Директор","Луценко Євген Валентинович"
"211","Приватний вищий навчальний заклад ""Міжнародний науково-технічний університет імені академіка Юрія Бугая""","195",NA,"ПВНЗ ""МНТУ""","ACADEMICIAN YURIY BUGAY INTERNATIONAL SCIENTIFIC AND TECHNICAL UNIVERSITY","1993","19359117","Заклад вищої освіти","Університет","Приватна","","04025","8039100000","КИЇВ","Київ","вул. Володимирська, 7 корпус 2","04025","8039100000","КИЇВ","Київ","вул. Володимирська, 7 корпус 2","(044)2915364, 551 63 54","istu@istu.kiev.ua","www.istu.edu.ua","Президент","Бугай Владислав Юрійович"
"212","Приватний вищий навчальний заклад ""Міжнародний університет фінансів""","1258",NA,"ПЗ ""Міжнародний університет фінансів""","Private Institution of Higher Eduсation ""International University of Finance""","1993","21547613","Заклад вищої освіти","Університет","Приватна","","01025","8039100000","КИЇВ","Київ","вул. Володимирська, 7, корпус 1","03056","8039100000","КИЇВ","Київ","просп. Перемоги, 37, корпус 1","(044) 277 43 28 , 277 43 29, 241 73 29","iuf@iuf.kpi.ua","http://iuf.kpi.ua/","Ректор","Смоляр Любов Гаврилівна"
"213","Приватний вищий навчальний заклад Університет новітніх технологій","1262",NA,"УНТ","Private higher educational establishment University of emerging technologies","1996","24091786","Заклад вищої освіти","Університет","Приватна","","01150","8038200000","КИЇВ","Київ","вул. Червоноармійська, 51, кв.7","01150","8038200000","КИЇВ","Київ","вул. Червоноармійська, 51, кв.7","(044) 443 27 55","vstup@unt.kiev.ua","unt.kiev.ua","В.о. ректора","Пунько Володимир Павлович"
"214","Приватний вищий навчальний заклад ""Університет сучасних знань""","281",NA,"Університет сучасних знань","Private Higher Education Institution “University of Modern Knowledge”","2002","31839933","Заклад вищої освіти","Університет","Приватна","","03150","8038200000","КИЇВ","Київ","вул. Велика Васильківська, 57/3","03150","8038200000","КИЇВ","Київ","вул. Велика Васильківська, 57/3","(044) 287-02-17","sekretariat@umk.edu.ua","www.umk.edu.ua","Ректор","Ведєрніков Юрій Анатолійович"
"215","Приватний вищий навчальний заклад ""Фінансово-правовий коледж""","797",NA,"ПВНЗ ""ФПК""","Private Higher Educational Institution “Financial-Legal College”","1994","22865098","Заклад вищої освіти","Коледж","Приватна","","03087","8038900000","КИЇВ","Київ","вул. Пітерська, 5-А","03087","8038900000","КИЇВ","Київ","вул. Пітерська, 5-А","0442430117, 0442434293","f_p_college@meta.ua","www.fpk.in.ua","Директор","Губанова Тамара Олексіївна"
"216","Приватний вищий навчальний заклад-інститут ""Українсько-американський університет Конкордія""","5",NA,"УАУК","Private Higher Educational Establishment-Institute ""Ukrainian-American Concordia University“","1997","24265677","Заклад вищої освіти","Інститут","Приватна","","01030","8039100000","КИЇВ","Київ","вул. Пирогова, 9","01030","8039100000","КИЇВ","Київ","вул. Пирогова, 9","(+38044)2160666, 0442361916","wiuu@wiuu.edu.ua","http://www.concordia.edu.ua","Ректор","Романовський Олександр Олексійович"
"217","Приватний заклад вищої освіти ""Арт академія сучасного мистецтва імені Сальвадора Далі""","26",NA,"ПЗВО ""Арт академія сучасного мистецтва ім. Сальвадора Далі""","Private Institution of Higher Education ""Salvador Dali Academy of Contemporary Art""","2004","32978839","Заклад вищої освіти","Академія","Приватна","","02217","8036400000","КИЇВ","Київ","вул. Братиславська, 8","02217","8036400000","КИЇВ","Київ","вул. Братиславська, 8","(044) 495-17-77; 495 17 76","info@mixmd.edu.ua","http://www.mixmd.edu.ua","Ректор","Фурса Оксана Олександрівна"
"218","Приватний заклад передвищої освіти ""Мистецький коледж імені Сальвадора Далі""","889",NA,"ПЗПВО ""Мистецький коледж імені Сальвадора Далі""","Private Institution of Pre-higher Education ""Salvador dali Art College""","1992","30728300","Заклад вищої освіти","Не вказано","Приватна","","04074","8000000000","КИЇВ","Київ","вул. Бережанська, 5","02156","8036400000","КИЇВ","Київ","вул. Братиславська, 8","(044) 4951777, 4951776","info@mixmd.edu.ua","www.mixmd.edu.ua","Директор","Фурса Оксана Олександрівна"
"219","Структурний підрозділ ""Міжнародний коледж моди і дизайну"" Вищого навчального закладу ""Київська академія перукарського мистецтва""","2825","865",".","The structural unit ""The International College of fashion and design"" of Higher education institution ""Kyiv Academy of hairdressing art""","2011","38076893","Заклад вищої освіти","Коледж","Приватна","","04136","8039100000","КИЇВ","Київ","вул. Маршала Гречка, 22-А","03067","8038900000","КИЇВ","Київ","вул. Виборзька, 86","(044) 4555672; 4270292","kapm@ukr.net","","ректор","Лубянська Світлана Павлівна"
"220","Таврійський національний університет імені В.І.Вернадського","892",NA,"ТНУ ім. В.І.Вернадського","V.I. Vernadsky Taurida National University","1918","02070967","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","01042","8038200000","КИЇВ","Київ","вул. І. Кудрі, 33","01135","8039100000","КИЇВ","Київ","просп. Перемоги, 10","+380(44)-529-05-16","crimea.tnu@gmail.com","www.tnu.edu.ua","В. о. ректора","Казарін Володимир Павлович"
"221","Товариство з обмеженою відповідальністю ""Академія адвокатури України""","364",NA,"ААУ","The Academy of Advocacy of Ukraine","1995","22928626","Заклад вищої освіти","Академія","Приватна","","01032","8000000000","КИЇВ","Київ","бульв. Тараса Шевченка, 27","04073","8000000000","КИЇВ","Київ","просп. Московський, 8","(044) 246-57-88","referent@aau.edu.ua","www.aau.edu.ua","ректор","Варфоломеєва Тетяна Вікторівна"
"222","Товариство з обмеженою відповідальністю ""Київський інститут банківської справи""","1372",NA,"ТОВ ""КІБС""","Limited liability company «Kyiv banking institute»","1997","24733836","Заклад вищої освіти","Інститут","Приватна","","01133","8000000000","КИЇВ","Київ","вул. Генерала Алмазова, 18/7В","01001","8039100000","КИЇВ","Київ","пров. Шевченка, 12","(044) 2904492","kibs_dekanat@ukr.net","www.kibs.kiev.ua","Виконуючий обов`язки ректора","Тутік Лариса Іонівна"
"223","Товариство з обмеженою відповідальністю ""Київський інститут сучасної психології та психотерапії""","1391",NA,"ТОВ ""Київський інститут сучасної психології та психотерапії""","LLC ""Kiev Institute of Modern Psychology and Psychotherapy""","2010","37144134","Заклад вищої освіти","Інститут","Приватна","","01113","8038200000","КИЇВ","Київ","бульв. Лесі Українки, 26","01113","8038200000","КИЇВ","Київ","бульв. Лесі Українки, 26","(044) 585-46-78","kispp@i.ua","http://kispp.com","ректор","Херсонський Борис Григорович"
"224","Товариство з обмеженою відповідальністю ""Політико-правовий коледж ""АЛСКО""","991",NA,"ТОВ ""ППК ""АЛСКО""","Private educational establishment of higher learning «Limited Liability Company «Political and Law College «ALSKO»","1992","19033611","Заклад вищої освіти","Коледж","Приватна","","04050","8039100000","КИЇВ","Київ","вул. Юрія Іллєнка, 39","04050","8039100000","КИЇВ","Київ","вул. Юрія Іллєнка, 39","(044)4836968","alsko-college@ukr.net","www.alsko.com.ua","директор","Оніщенко Наталія Миколаївна"
"225","Торговельно-економічний коледж Київського національного торговельно-економічного університету","1073","196","ТЕК КНТЕУ","College of Trade and Economics of Kyiv National University of Trade and Economics","1958","01566123","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","03115","8038600000","КИЇВ","Київ","вул. Львівська, 2/4","03115","8038600000","КИЇВ","Київ","вул. Львівська, 2/4","(044) 4247049","tekknteu.kiev.ua@gmail.com","http://tekknteu.kiev.ua","директор","Олійник Олег Вікторович"
"226","Українська академія перукарської майстерності та декоративної косметики Київського університету культури","1561","310","Українська академія ПМ ДК КУК","","2002","26254399","Заклад вищої освіти","Академія","Приватна","","01133","8038200000","КИЇВ","Київ","вул. Євгена Коновальця, 36 Б","01133","8038200000","КИЇВ","Київ","вул. Євгена Коновальця, 36 Б","(044)2846404; 5853740","kuk_kiev@ukr.net","","","Дихнич Людмила Петрівна"
"227","Українська військово-медична академія","2975",NA,"УВМА","Military medical academy of Ukraine","2000","22998499","Заклад вищої освіти","Академія","Державна","Міністерство оборони України","04050","8039100000","КИЇВ","Київ","вул. Мельникова, 24","03049","8038900000","КИЇВ","Київ","вул. Курська, 13-А","044 4891634; 2431524","umma@ukrpost.ua","","Начальник Української військово-медичної академії","Савицький Валерій Леонідович"
"228","Український гідрометеорологічний інститут Державної служби України з надзвичайних ситуацій та Національної академії наук України","3860",NA,"УкрГМІ ДСНС України та НАН України","","2000","02572508","Наукові інститути (установи)","Інша наукова установа (організація)","Державна","Національна академія наук України","03028","8036100000","КИЇВ","Київ","просп. Науки, 37","03028","8036100000","КИЇВ","Київ","просп. Науки, 37","(044)525-12-50, (044)525-53-63","uhmi@uhmi.org.ua","http://uhmi.org.ua/","Директор","Осадчий Володимир Іванович"
"229","Український інститут розвитку фондового ринку","2871",NA,"УІРФР","Ukrainian Stock Market Development Institute","1991","13689055","Заклад вищої освіти","Інститут","Державна","Міністерство освіти і науки України","03057","8039100000","КИЇВ","Київ","просп. Перемоги, 54/1","03057","8039100000","КИЇВ","Київ","просп. Перемоги, 54/1","(044) 456 37 56","magistr@usmdi.org","www.usmdi.org","Ректор","Леонов Дмитро Анатолійович"
"230","Університетський коледж Київського університету імені Бориса Грінченка","1430","56",".","University College of Borys Grinchenko Kyiv University","1963","35823141","Заклад вищої освіти","Коледж","Комунальна","Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації)","02094","8036600000","КИЇВ","Київ","просп. Юрія Гагаріна, 16","02094","8036600000","КИЇВ","Київ","просп. Юрія Гагаріна, 16","(044)272-19-02","uk@kubg.edu.ua","http://uk.kubg.edu.ua/","Директор","Братко Марія Василівна"
"231","Фізико-технологічний інститут металів та сплавів Національної академії наук України","3853",NA,"ФТІМС НАН України","","2000","05417153","Наукові інститути (установи)","Інша наукова установа (організація)","Державна","Національна академія наук України","03142","8038600000","КИЇВ","Київ","вул. Вернадського, 34/1","03142","8038600000","КИЇВ","Київ","Вернадського, 34/1","044 424 35 15","metal@ptima.kiev.ua","","Директор","Нарівський Анатолій Васильович"
